id,id_dpto,departamento,id_municipio,municipio,nombre_farmacia,direccion,latitud,longitud,numero_contacto,pagina_web,paginas_rrss,fecha_registro,fecha_modificacion
44,1,CHUQUISACA,,SUCRE,MI ANGELITO,Urriolagoitia Nº 350,-19.04432,-65.26699,64-58828,,,2010-01-21 04:06:00,2010-01-21 04:06:00
45,1,CHUQUISACA,,SUCRE,1 Ro. DE MAYO,Av.German Mendoza  No.1893,-19.03644,-65.25585,64-24637,,,2010-01-21 04:06:00,2010-01-21 04:06:00
46,1,CHUQUISACA,,SUCRE,24  DE MAYO,Sargento Tejerina N° 102,-19.03194,-65.2527,64-66542,,,2010-01-21 04:06:00,2010-01-21 04:06:00
47,1,CHUQUISACA,,SUCRE,10 DE NOVIEMBRE,Oscar Alfaro No.19,-19.03134,-65.2508,64-25896,,,2010-01-21 04:06:00,2010-01-21 04:06:00
48,1,CHUQUISACA,,SUCRE,12  DE  MARZO,Av. Jaime Mendoza No. 2449,-19.03562,-65.25769,64-60783,,,2010-01-21 04:06:00,2010-01-21 04:06:00
49,1,CHUQUISACA,,SUCRE,13 DE OCTUBRE,Av. M. Q. Santa Cruz S/N,-19.02353,-65.24751,64-36856,,,2010-01-21 04:06:00,2010-01-21 04:06:00
50,1,CHUQUISACA,,SUCRE,FARMALUP,Navarra S/N,-19.01933,-65.29787,64-62780,,,2010-01-21 04:06:00,2010-01-21 04:06:00
51,1,CHUQUISACA,,SUCRE,ABIGAIL,Av. Marzana  No. 510,-19.02921,-65.25656,64-44485,,,2010-01-21 04:06:00,2010-01-21 04:06:00
52,1,CHUQUISACA,,SUCRE,ACUARIO,Av. Jaime Mendoza Nº 2610,-19.03827,-65.26351,64-14151,,,2010-01-21 04:06:00,2010-01-21 04:06:00
53,1,CHUQUISACA,,SUCRE,ACTIFAR,Jesus Lara No. 11,-19.02939,-65.25306,64-68799,,,2010-01-21 04:06:00,2010-01-21 04:06:00
54,1,CHUQUISACA,,SUCRE,ADELA,Olañeta No. 718,-19.04358,-65.26733,64-68122,,,2010-01-21 04:06:00,2010-01-21 04:06:00
55,1,CHUQUISACA,,SUCRE,ALFA,Calle Linares Nº 27,-19.05366,-65.26609,64-58725,,,2010-01-21 04:06:00,2010-01-21 04:06:00
56,1,CHUQUISACA,,SUCRE,ALBINA,Domingo  L Ramirez Nº  91,-19.03624,-65.25807,64-68122,,,2010-01-21 04:06:00,2010-01-21 04:06:00
