id,id_dpto,departamento,id_municipio,municipio,tipo,nombre_establecimiento,nivel,subsector,dependencia,latitud,longitud,numero_contacto,atencion_covid,prueba_rapida,tipo_prueba,fecha_registro,fecha_modificacion
2612,1,CHUQUISACA,,SUCRE,HOSPITAL SEGUNDO NIVEL,CAJA PETROLERA,2do NIVEL,Seguridad Social (CAJAS),Caja Petrolera,-19.037249,-65.259903, ,SI, , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2613,1,CHUQUISACA,,SUCRE,INSTITUTO ESPECIALIZADO,INST. PSICOPEDAGOGICO,3er NIVEL,Público,Gobernacion,-19.046128,-65.275705,68288725,NO, , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2614,1,CHUQUISACA,,SUCRE,INSTITUTO ESPECIALIZADO,GINECO OBSTETRICO (CHQ),3er NIVEL,Público,Gobernacion,-19.045279,-65.268233,75241267,SI, , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2615,1,CHUQUISACA,,SUCRE,INSTITUTO ESPECIALIZADO,HOSP. GASTROENTEROLOGICO,3er NIVEL,Público,Gobernacion,-19.045709,-65.268136, ,SI, , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2616,1,CHUQUISACA,,SUCRE,HOSPITAL SEGUNDO NIVEL,CLINICA SAN CRISTOBAL,2do NIVEL,Seguridad Social (CAJAS),OTROS SEGUROS,-19.045609,-65.261718,74257745,SI, , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2617,1,CHUQUISACA,,SUCRE,HOSPITAL SEGUNDO NIVEL,HOSP. MONS. JESUS PEREZ,2do NIVEL,Organismos Privados,Privados Varios,-19.051035,-65.255573,68296818,NO, , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2618,1,CHUQUISACA,,SUCRE,HOSPITAL SEGUNDO NIVEL,HOSPITAL IPTK,2do NIVEL,Organismos no Gubernamentales,Otras ONGS,0,0,71178265,SI, , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2619,1,CHUQUISACA,,SUCRE,C.S. CON INTERNACION,EL CHACO,1er NIVEL,Público,Ministerio de Salud (Min.),-18.889345,-65.111389,73884928,NO, , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2620,1,CHUQUISACA,,SUCRE,HOSPITAL SEGUNDO NIVEL,HOSP. CRISTO DE LAS AMERICAS,2do NIVEL,Iglesia,Iglesia Católica,-19.045132,-65.268728,71814680, , , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2621,1,CHUQUISACA,,SUCRE,C.S. CON INTERNACION,LA PALMA,1er NIVEL,Público,Ministerio de Salud (Min.),-18.954345,-65.128389,72361318,SI, , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2622,1,CHUQUISACA,,SUCRE,HOSPITAL SEGUNDO NIVEL,SAN PEDRO CLAVER,2do NIVEL,Público,H. Alcaldía Municipal,-19.007646,-65.307093,74140723,SI, , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2623,1,CHUQUISACA,,SUCRE,INSTITUTO ESPECIALIZADO,INST. PSIQUIATRICO NACIONAL,3er NIVEL,Público,Gobernacion,-19.041137,-65.266753, ,SI, , ,2010-01-21 04:06:00,2010-01-21 04:06:00
2624,1,CHUQUISACA,,SUCRE,HOSPITAL SEGUNDO NIVEL,MAT. INF. POCONAS,2do NIVEL,Público,H. Alcaldía Municipal,-19.047123,-65.248942,68420472, , , ,2010-01-21 04:06:00,2010-01-21 04:06:00
